date,pred,low,open,high,close,acc
2016-01-27,0.0,55.77000045776367,58.13000106811523,58.31999969482422,56.54999923706055,1.0
2016-01-28,102.41264343261719,55.540000915527344,57.02000045776367,57.40999984741211,55.849998474121094,0.8337089745861241
2016-01-29,103.09849548339844,55.86000061035156,56.1500015258789,58.97000122070313,58.95000076293945,0.7489142349293091
2016-02-01,105.4217529296875,58.22999954223633,58.47999954223633,60.02999877929688,59.61999893188477,0.7682280244608987
2016-02-02,105.175537109375,56.2599983215332,58.77000045776367,58.77000045776367,56.54999923706055,0.8598680553199243
2016-02-03,103.45869445800781,56.04999923706055,57.0099983215332,58.0,57.33000183105469,0.8046169745971645
2016-02-04,103.6030044555664,56.86000061035156,57.09000015258789,57.9000015258789,57.68999862670898,0.7958572876027231
2016-02-05,103.59032440185547,55.58000183105469,57.6500015258789,57.68999862670898,55.7599983215332,0.857789230991625
2016-02-08,100.82525634765625,51.290000915527344,54.81000137329102,54.81000137329102,52.540000915527344,0.9190189301625799
2016-02-09,98.92282104492188,51.61999893188477,51.61999893188477,53.88000106811523,52.47000122070313,0.8853214931104254
2016-02-10,99.12345123291016,52.79999923706055,52.79999923706055,54.77999877929688,54.47999954223633,0.8194466238213423
2016-02-11,99.75331115722656,52.7400016784668,53.18999862670898,55.43999862670898,54.9000015258789,0.8170001527268556
2016-02-12,98.81832885742188,54.86000061035156,55.6500015258789,56.86000061035156,56.79999923706055,0.7397593342386076
2016-02-16,100.11186218261719,56.63999938964844,57.290000915527344,58.2400016784668,58.099998474121094,0.7230957798941944
2016-02-17,102.08943176269531,57.88999938964844,58.75,59.22000122070313,59.18999862670898,0.7247750317843112
2016-02-18,105.55280303955078,57.97999954223633,59.540000915527344,59.59000015258789,58.0099983215332,0.8195622495022513
2016-02-19,105.15988159179688,57.31000137329102,57.959999084472656,59.25,59.15999984741211,0.7775504033642586
2016-02-22,105.67498779296875,59.63999938964844,59.63999938964844,61.6500015258789,61.459999084472656,0.7194108260191405
2016-02-23,107.1444320678711,60.4900016784668,61.04999923706055,61.72999954223633,60.58000183105469,0.768643592429646
2016-02-24,105.79096221923828,59.7400016784668,59.97999954223633,62.06999969482422,61.88999938964844,0.7093385565121302
2016-02-25,106.47215270996094,61.79999923706055,62.209999084472656,62.9900016784668,62.38000106811523,0.7068315307288905
2016-02-26,107.67671203613281,61.16999816894531,62.540000915527344,62.790000915527344,61.599998474121094,0.7479986153143998
2016-02-29,107.68840026855469,60.72000122070313,61.38000106811523,62.15999984741211,60.95000076293945,0.7668318116582279
2016-03-01,107.32072448730469,60.75,61.27999877929688,62.72999954223633,62.709999084472656,0.7113813754444448
2016-03-02,109.34506225585938,61.61000061035156,62.7400016784668,62.75,62.22000122070313,0.7573940872806639
2016-03-03,109.84922790527344,61.36000061035156,61.95000076293945,62.9900016784668,62.959999084472656,0.7447463389872366
2016-03-04,110.59430694580078,62.22999954223633,62.86000061035156,63.47999954223633,63.2599983215332,0.7482502352225854
2016-03-07,110.6982421875,60.11000061035156,62.93999862670898,63.0,60.52999877929688,0.828816197256594
2016-03-08,110.97914123535156,58.91999816894531,60.11000061035156,60.349998474121094,58.93000030517578,0.8832367327444989
2016-03-09,109.5311508178711,58.56999969482422,59.040000915527344,59.38000106811523,59.27000045776367,0.8480032051952482
2016-03-10,110.78932189941406,59.27999877929688,59.63999938964844,60.36000061035156,59.83000183105469,0.851735224950453
2016-03-11,111.10398864746094,59.86999893188477,60.27999877929688,61.0099983215332,60.15999984741211,0.8468083266167141
2016-03-14,113.4717788696289,58.86000061035156,59.9000015258789,60.22000122070313,58.93000030517578,0.9255350124215553
2016-03-15,113.04617309570312,58.34000015258789,58.65999984741211,59.599998474121094,58.47000122070313,0.9334046645389088
2016-03-16,112.64695739746094,58.11000061035156,58.20000076293945,59.29999923706055,59.08000183105469,0.9066850695026456
2016-03-17,113.84260559082031,58.86999893188477,59.20000076293945,59.93999862670898,59.9000015258789,0.9005442853225357
2016-03-18,114.52215576171875,58.83000183105469,59.0099983215332,59.75,59.349998474121094,0.929606717878095
2016-03-21,114.6484375,59.2400016784668,59.38000106811523,60.099998474121094,59.47999954223633,0.9275124139600733
2016-03-22,114.5745620727539,58.540000915527344,58.93999862670898,59.97999954223633,59.61999893188477,0.9217471339382972
2016-03-23,114.24977111816406,59.040000915527344,59.56999969482422,60.45000076293945,59.66999816894531,0.9146937258936314
2016-03-24,113.15272521972656,58.70000076293945,59.22999954223633,60.20000076293945,60.16999816894531,0.8805505843961696
2016-03-28,112.68326568603516,59.54999923706055,60.18999862670898,60.54999923706055,60.09000015258789,0.8752415609901149
2016-03-29,112.35838317871094,60.02000045776367,60.13999938964844,64.41999816894531,62.959999084472656,0.7845995046467691
2016-03-30,113.73829650878906,62.1500015258789,63.02000045776367,63.349998474121094,62.77999877929688,0.8116963797440663
2016-03-31,114.3680419921875,62.77999877929688,62.77999877929688,65.55000305175781,65.30000305175781,0.75142475723221
2016-04-01,113.59347534179688,63.9900016784668,64.52999877929689,65.16999816894531,65.15000152587889,0.7435682683242189
2016-04-04,113.6107406616211,64.5,65.33999633789061,65.76000213623047,64.76999664306639,0.7540643283912087
2016-04-05,112.84805297851562,64.20999908447266,64.41999816894531,65.91000366210939,65.15000152587889,0.7321266360015373
2016-04-06,111.80609893798828,67.27999877929689,67.27999877929689,71.66999816894531,70.86000061035156,0.5778450179924938
2016-04-07,113.34080505371094,70.6500015258789,70.86000061035156,72.93000030517578,71.73999786376953,0.5798830279997936
2016-04-08,112.25288391113281,71.4000015258789,71.88999938964844,72.48999786376953,72.19999694824219,0.5547491503580426
2016-04-11,113.06985473632812,72.12000274658203,72.91999816894531,74.0199966430664,72.29000091552734,0.5641147227049154
2016-04-12,112.65958404541016,71.2699966430664,72.36000061035156,72.62999725341797,71.80999755859375,0.5688565363546346
2016-04-13,113.82701873779297,71.94000244140625,72.06999969482422,75.80000305175781,75.68000030517578,0.5040567954385737
2016-04-14,114.9825439453125,75.13999938964844,75.75,76.19000244140625,75.30000305175781,0.5269925535896554
2016-04-15,114.87622833251953,75.05999755859375,75.37000274658203,76.0,75.69000244140625,0.5177199712927535
2016-04-18,114.69290161132812,75.72000122070312,75.80999755859375,77.1500015258789,76.91999816894531,0.4910673991361684
2016-04-19,115.66348266601562,75.87999725341797,77.47000122070312,77.52999877929688,76.5999984741211,0.5099671667107398
2016-04-20,116.00279235839844,75.56999969482422,77.19999694824219,77.25,76.0,0.5263525310315584
2016-04-21,116.29183959960938,73.83000183105469,75.8499984741211,75.8499984741211,74.2699966430664,0.5657983688688639
2016-04-22,116.03973388671875,72.93000030517578,74.2699966430664,74.4000015258789,73.29000091552734,0.5832955715263796
2016-04-25,116.51664733886719,73.11000061035156,74.01000213623047,74.30999755859375,73.29000091552734,0.5898027818714595
2016-04-26,116.25105285644531,72.58000183105469,73.4000015258789,73.93000030517578,73.19000244140625,0.5883460715759979
2016-04-27,116.95480346679688,73.20999908447266,73.51000213623047,75.94999694824219,74.75,0.5646127554086539
2016-04-28,118.31404113769531,72.56999969482422,74.83999633789062,74.86000061035156,72.80999755859375,0.624969717139219
2016-04-29,115.95468139648438,71.66999816894531,72.6500015258789,73.08000183105469,72.18000030517578,0.6064655154645332
2016-05-02,115.60391235351562,72.19000244140625,72.76000213623047,73.2699966430664,73.26000213623047,0.5779949356068081
2016-05-03,116.24639892578125,72.2300033569336,72.52999877929688,73.4000015258789,73.05999755859375,0.5911087162650426
