date,pred,low,open,high,close,acc
2016-01-27,0.0,82.44999694824219,82.91999816894531,83.69000244140625,82.76000213623047,1.0
2016-01-28,132.7823028564453,82.75,83.4000015258789,83.75,83.13999938964844,0.5970929015062961
2016-01-29,134.05934143066406,82.79000091552734,83.56999969482422,85.9800033569336,85.91999816894531,0.5602810089341703
2016-02-01,137.31198120117188,84.62000274658203,85.41999816894531,86.7300033569336,86.11000061035156,0.5946113137602876
2016-02-02,138.16114807128906,84.87999725341797,85.58999633789062,86.38999938964844,85.23999786376953,0.6208487979093812
2016-02-03,135.02633666992188,83.88999938964844,86.5199966430664,87.0,84.75,0.5932311111495207
2016-02-04,135.26092529296875,84.48999786376953,84.8499984741211,85.38999938964844,85.16999816894531,0.5881287800976799
2016-02-05,136.5766143798828,82.9000015258789,85.0,85.29000091552734,83.31999969482422,0.6391816476250762
2016-02-08,131.71047973632812,81.19999694824219,82.80000305175781,82.86000061035156,82.63999938964844,0.5937860685999267
2016-02-09,127.73841094970703,81.87999725341797,81.98999786376953,84.23999786376953,83.48999786376953,0.5299845995700893
2016-02-10,127.27010345458984,83.16999816894531,83.8499984741211,84.98999786376953,83.27999877929688,0.5282193242085969
2016-02-11,127.83856964111328,80.2699966430664,82.0,82.9000015258789,82.12000274658203,0.556728755058817
2016-02-12,128.02481079101562,81.86000061035156,83.12000274658203,83.55000305175781,83.01000213623047,0.54228174311946
2016-02-16,131.15939331054688,83.02999877929688,84.13999938964844,84.20999908447266,83.9800033569336,0.5617931420303764
2016-02-17,135.0843048095703,80.22000122070312,80.30000305175781,83.6500015258789,83.5999984741211,0.6158409961142106
2016-02-18,139.72743225097656,81.91000366210938,83.86000061035156,84.08999633789062,83.08000183105469,0.6818419495839189
2016-02-19,138.49996948242188,81.91000366210938,82.61000061035156,83.75,83.37999725341797,0.6610694896220375
2016-02-22,139.12843322753906,83.9800033569336,84.08999633789062,84.87000274658203,84.63999938964844,0.6437669450710631
2016-02-23,141.7474365234375,83.62999725341797,84.55999755859375,84.63999938964844,83.95999908447266,0.6882734405561934
2016-02-24,139.41995239257812,82.83999633789062,83.33000183105469,84.33000183105469,84.20999908447266,0.655622300300981
2016-02-25,139.9821014404297,83.70999908447266,84.55999755859375,84.77999877929688,84.77999877929688,0.6511217675862137
2016-02-26,140.7915496826172,84.27999877929688,85.0,85.0,84.86000061035156,0.6591038023801625
2016-02-29,141.79266357421875,83.98999786376953,84.83999633789062,85.1500015258789,83.98999786376953,0.6882089198788199
2016-03-01,140.92373657226562,84.31999969482422,84.63999938964844,86.05000305175781,85.95999908447266,0.6394106337039424
2016-03-02,144.94174194335938,85.08000183105469,85.66999816894531,86.0999984741211,86.06999969482422,0.683998401966712
2016-03-03,145.98471069335938,85.43000030517578,85.9800033569336,86.80000305175781,86.72000122070312,0.6834030055168827
2016-03-04,146.77220153808594,86.47000122070312,86.75,87.55000305175781,87.0,0.6870367992883442
2016-03-07,147.79409790039062,86.5,86.72000122070312,88.41000366210938,87.93000030517578,0.6808153916461558
2016-03-08,148.12945556640625,86.79000091552734,87.43000030517578,88.33000183105469,87.6500015258789,0.6900108726486516
2016-03-09,145.1022186279297,86.6500015258789,87.93000030517578,88.19000244140625,87.23999786376953,0.663253349163482
