date,pred,pred_p,low,open,high,close,pred_v,acc,p_acc
2016-01-27,0.0,0.029685259,73.16999816894531,73.5999984741211,75.02999877929688,73.62999725341797,75.81572278214117,1.0,0.029685258865356445
2016-01-28,88.1170883178711,0.029685259,73.36000061035156,74.69999694824219,75.23999786376953,74.80999755859375,77.03075170183729,0.17787850813462164,0.029685258865356445
2016-01-29,88.88334655761719,0.02066522,75.33999633789062,75.37999725341797,77.01000213623047,77.01000213623047,78.60143084313819,0.1541792506430893,0.02066522091627121
2016-02-01,90.38483428955078,0.009167988,75.72000122070312,76.2300033569336,77.12999725341797,76.80000305175781,77.50410454686886,0.1768858163799518,0.00916798785328865
2016-02-02,90.50096130371094,0.009683546,74.16999816894531,75.5999984741211,75.69999694824219,74.58000183105469,75.30220068551472,0.2134749139417003,0.009683545678853989
2016-02-03,88.74713134765625,0.014481725,72.86000061035156,75.0,75.7300033569336,75.41000366210938,76.50207061030386,0.17686151754224444,0.014481725171208382
2016-02-04,88.40028381347656,0.009382341,75.05000305175781,75.06999969482422,79.04000091552734,78.69999694824219,79.43838716080035,0.12325650878504942,0.009382341057062149
2016-02-05,89.12490844726562,0.009431843,78.0999984741211,78.4000015258789,79.83999633789062,78.41999816894531,79.15964325734996,0.1365074028088859,0.009431842714548111
2016-02-08,86.4640884399414,0.0013790019,75.93000030517578,77.5999984741211,78.8499984741211,77.06999969482422,77.17627936973062,0.12189034361379485,0.0013790018856525421
2016-02-09,84.47105407714844,0.007969752,75.9000015258789,75.9000015258789,78.5999984741211,78.08000183105469,78.7022800782222,0.08185261393720719,0.007969751954078674
2016-02-10,85.52616119384766,0.008986201,77.06999969482422,78.56999969482422,78.83000183105469,77.41000366210938,78.10562552505655,0.10484636542797343,0.008986201137304306
2016-02-11,86.21184539794922,0.009443559,75.18000030517578,75.97000122070312,77.13999938964844,76.41000366210938,77.13158602097405,0.1282795611316066,0.009443558752536774
2016-02-12,85.49564361572266,0.02099637,76.75,77.30999755859375,78.4800033569336,78.2699966430664,79.91338240720239,0.0923169449668852,0.020996369421482086
2016-02-16,86.96163940429688,0.016877623,77.73999786376953,78.98999786376953,79.94000244140625,79.80999755859375,81.15700063096017,0.08960834562678235,0.01687762327492237
