date,pred,low,open,high,close,acc
2016-01-27,0.0,28.766603469848636,29.13662147521973,29.421253204345703,28.956356048583984,1.0
2016-01-28,20.741708755493164,28.07400321960449,29.12713432312012,29.13662147521973,28.652751922607425,0.2761006408209027
2016-01-29,20.470674514770508,28.387096405029297,28.823530197143555,28.92789459228516,28.92789459228516,0.2923551885372994
2016-02-01,21.20537757873535,28.28273200988769,28.785579681396484,28.84250450134277,28.62428855895996,0.2591823711161669
2016-02-02,21.195039749145508,28.036052703857425,28.62428855895996,28.785579681396484,28.5958251953125,0.25880650044609127
2016-02-03,21.027193069458008,27.64705848693848,28.37760925292969,28.52941131591797,28.149904251098636,0.2530279008449076
2016-02-04,21.488718032836914,27.26755142211914,27.97912788391113,28.07400321960449,27.51423072814941,0.2189962261655341
2016-02-05,20.818376541137695,27.36242866516113,27.533206939697266,27.9127140045166,27.542694091796875,0.2441416053290845
2016-02-08,20.4588565826416,26.80265617370605,27.21062660217285,27.495256423950195,27.09677505493164,0.24497079297567298
2016-02-09,20.4909610748291,26.88804626464844,27.011384963989254,27.7039852142334,27.60910797119141,0.257818793123983
2016-02-10,19.92852210998535,27.808349609375,27.82732391357422,28.368122100830078,27.97912788391113,0.28773612270292126
2016-02-11,20.100847244262695,27.40986633300781,27.523719787597656,27.83681297302246,27.63757133483887,0.27269849435270993
2016-02-12,19.70549201965332,27.495256423950195,27.751422882080078,27.87476348876953,27.85578727722168,0.29258893947086695
2016-02-16,20.213869094848633,27.941177368164066,28.036052703857425,28.31119537353516,28.28273200988769,0.28529290990057715
2016-02-17,20.496530532836914,28.07400321960449,28.46299743652344,28.52941131591797,28.11195373535156,0.270896262643533
2016-02-18,20.12431526184082,27.950664520263672,28.292219161987305,28.50094795227051,28.036052703857425,0.28219869343190546
2016-02-19,20.261018753051758,27.68500900268555,28.08349227905273,28.13092994689941,27.97912788391113,0.2758523840658209
2016-02-22,20.09104347229004,28.13092994689941,28.22580718994141,28.52941131591797,28.51043701171875,0.2953091717243077
2016-02-23,20.6361026763916,28.41555976867676,28.51992416381836,28.823530197143555,28.42504692077637,0.27401693534907384
2016-02-24,20.64494514465332,28.00758934020996,28.28273200988769,28.53890037536621,28.48197364807129,0.27515749435954795
2016-02-25,20.821435928344727,28.48197364807129,28.55787467956543,29.11764717102051,29.02276992797852,0.28258274520267435
2016-02-26,21.32518196105957,28.48197364807129,29.203035354614254,29.3168888092041,28.681215286254886,0.25647564971630066
2016-02-29,21.292070388793945,28.055028915405273,28.54838752746582,28.63377571105957,28.149904251098636,0.2436183725931161
2016-03-01,21.102556228637695,28.102466583251953,28.26375770568848,28.54838752746582,28.50094795227051,0.259584057906517
2016-03-02,21.674654006958008,28.22580718994141,28.56736183166504,28.61480140686035,28.44402313232422,0.23798915835057796
2016-03-03,21.786272048950195,28.064516067504886,28.34914588928223,28.46299743652344,28.35863304138184,0.2317587375541353
2016-03-04,21.79930305480957,28.017078399658203,28.32068252563477,28.40607261657715,28.187856674194336,0.2266420499162469
2016-03-07,21.800050735473633,27.81783676147461,28.036052703857425,28.28273200988769,28.26375770568848,0.2286924137095166
2016-03-08,21.760530471801758,27.85578727722168,28.22580718994141,28.22580718994141,27.85578727722168,0.21881473837948762
2016-03-09,21.552034378051758,27.9127140045166,28.197343826293945,28.32068252563477,28.216318130493164,0.23618544849192655
2016-03-10,21.130434036254883,28.017078399658203,28.368122100830078,28.387096405029297,28.07400321960449,0.2473309249498415
2016-03-11,21.346803665161133,28.206830978393555,28.254268646240234,28.93738174438477,28.93738174438477,0.26231046562104987
2016-03-14,21.842058181762695,28.41555976867676,28.719165802001953,28.785579681396484,28.55787467956543,0.23516513652215978
2016-03-15,21.82017707824707,27.79886054992676,28.34914588928223,28.396583557128906,28.02656555175781,0.22144662934347578
2016-03-16,21.682161331176758,27.390892028808594,28.00758934020996,28.00758934020996,27.552181243896484,0.21305100531813925
2016-03-17,21.835054397583008,27.26755142211914,27.628084182739254,28.064516067504886,27.83681297302246,0.21560509032610695
2016-03-18,21.777833938598633,27.675521850585934,27.988615036010746,28.13092994689941,27.941177368164066,0.22058281039323321
2016-03-21,22.12821388244629,27.93168830871582,27.941177368164066,28.57685089111328,28.52941131591797,0.22437187233162906
2016-03-22,22.304452896118164,28.35863304138184,28.4914608001709,28.99430656433105,28.823530197143555,0.22617206346471186
2016-03-23,22.524057388305664,28.55787467956543,28.870967864990234,29.04174613952637,28.64326286315918,0.21363507028118667
2016-03-24,21.95695686340332,28.34914588928223,28.57685089111328,28.72865295410156,28.53890037536621,0.2306305928186426
2016-03-28,21.97757911682129,28.216318130493164,28.54838752746582,28.67172622680664,28.254268646240234,0.22215013271115683
2016-03-29,22.231035232543945,28.187856674194336,28.292219161987305,28.64326286315918,28.51043701171875,0.22024922931183968
2016-03-30,22.33848762512207,28.47248649597168,28.60531234741211,28.66223907470703,28.52941131591797,0.21700145236931953
2016-03-31,22.23076820373535,27.99810218811035,28.51992416381836,28.62428855895996,28.121442794799805,0.20947270145590652
2016-04-01,22.741228103637695,27.90322494506836,27.93168830871582,28.62428855895996,28.50094795227051,0.20208871151508387
2016-04-04,23.412370681762695,28.51992416381836,28.54838752746582,29.17457389831543,29.14611053466797,0.19672401386405405
