,pred,low,open,high,close
2016-01-26,0.0,91.9000015258789,92.0,93.69000244140624,92.47000122070312
2016-01-27,151.8367156982422,91.41999816894531,92.05999755859376,93.4499969482422,92.51000213623048
2016-01-28,150.1492156982422,92.33999633789062,92.62999725341795,93.4499969482422,92.51000213623048
2016-01-29,150.67063903808594,92.87000274658205,93.63999938964844,94.5,94.33999633789062
2016-02-01,153.56448364257812,92.83000183105469,93.5999984741211,93.9000015258789,93.0999984741211
2016-02-02,153.5309600830078,91.1500015258789,92.4800033569336,92.83999633789062,91.3499984741211
2016-02-03,150.6094207763672,88.4000015258789,91.76000213623048,91.76000213623048,90.48999786376952
2016-02-04,150.74896240234375,90.01000213623047,90.31999969482422,91.83999633789062,91.08999633789062
2016-02-05,150.91270446777344,88.55999755859375,90.6999969482422,90.9499969482422,88.83999633789062
2016-02-08,147.85752868652344,84.55000305175781,88.41000366210938,88.45999908447266,85.41000366210938
2016-02-09,144.84375,83.91000366210938,84.55999755859375,85.88999938964844,85.56999969482422
2016-02-10,144.8925018310547,85.36000061035156,85.8499984741211,87.12999725341797,85.83999633789062
2016-02-11,145.0664825439453,83.06999969482422,84.6500015258789,84.6500015258789,83.66000366210938
2016-02-12,143.1843719482422,83.75,85.08999633789062,85.81999969482422,85.66999816894531
2016-02-16,146.1011199951172,85.9800033569336,87.08999633789062,87.45999908447266,86.44999694824219
2016-02-17,149.0102996826172,86.11000061035156,86.93000030517578,87.33999633789062,86.19000244140625
2016-02-18,151.43626403808594,85.77999877929688,86.08999633789062,88.01000213623047,87.5
2016-02-19,150.30438232421875,86.51000213623047,87.41000366210938,87.91999816894531,87.31999969482422
2016-02-22,150.70126342773438,88.0199966430664,88.0199966430664,89.81999969482422,89.23999786376953
2016-02-23,152.83433532714844,87.58000183105469,88.87000274658203,89.36000061035156,88.0199966430664
2016-02-24,151.25811767578125,87.01000213623047,87.56999969482422,89.43000030517578,89.02999877929688
2016-02-25,152.0673065185547,88.95999908447266,89.2699966430664,90.13999938964844,89.41999816894531
2016-02-26,153.50823974609375,87.29000091552734,88.80000305175781,91.8000030517578,90.01000213623047
2016-02-29,153.606201171875,90.01000213623047,90.16000366210938,93.25,92.1999969482422
2016-03-01,152.4070281982422,91.6500015258789,92.75,94.79000091552734,94.6999969482422
2016-03-02,156.35385131835938,93.73999786376952,94.38999938964844,94.6999969482422,94.62000274658205
2016-03-03,156.67941284179688,94.12999725341795,94.8000030517578,95.31999969482422,95.3000030517578
2016-03-04,157.27227783203125,95.0999984741211,95.12000274658205,96.33000183105469,95.94000244140624
2016-03-07,157.5896759033203,95.20999908447266,95.45999908447266,96.1999969482422,95.5999984741211
2016-03-08,157.65345764160156,94.37000274658205,95.0199966430664,95.55999755859376,94.5999984741211
2016-03-09,155.7272186279297,94.26000213623048,94.94000244140624,95.18000030517578,94.5999984741211
2016-03-10,156.1465606689453,93.69000244140624,95.30999755859376,95.80999755859376,94.70999908447266
2016-03-11,156.3650360107422,95.41999816894531,95.5500030517578,98.55999755859376,98.45999908447266
2016-03-14,158.88417053222656,96.69000244140624,97.69000244140624,98.30999755859376,98.05999755859376
2016-03-15,158.556396484375,97.0199966430664,97.06999969482422,98.62999725341795,98.41000366210938
2016-03-16,157.8214874267578,97.79000091552734,98.11000061035156,99.9800033569336,99.80999755859376
2016-03-17,158.67584228515625,99.47000122070312,99.72000122070312,102.9000015258789,101.75
2016-03-18,159.4475860595703,100.1500015258789,102.1999969482422,102.1999969482422,100.51000213623048
2016-03-21,160.3211212158203,99.76000213623048,100.01000213623048,100.66000366210938,100.33999633789062
2016-03-22,160.49539184570312,99.45999908447266,100.08000183105469,100.37000274658205,99.93000030517578
2016-03-23,160.8415069580078,99.56999969482422,100.0,100.95999908447266,99.58000183105469
2016-03-24,160.04393005371094,98.87000274658205,99.4000015258789,100.62000274658205,100.3499984741211
2016-03-28,160.05870056152344,99.88999938964844,100.45999908447266,100.87999725341795,100.23999786376952
2016-03-29,160.36708068847656,99.8000030517578,100.3000030517578,102.06999969482422,101.91999816894531
2016-03-30,162.26856994628906,102.08000183105469,102.3499984741211,102.91000366210938,102.30999755859376
2016-03-31,162.45480346679688,101.87999725341795,102.0,102.93000030517578,102.37000274658205
2016-04-01,162.1650848388672,101.87000274658205,101.93000030517578,104.81999969482422,104.5
2016-04-04,163.84266662597656,104.12000274658205,104.6999969482422,104.87999725341795,104.6999969482422
