,pred,low,open,high,close
2016-01-26,0.0,50.9000015258789,51.34000015258789,51.959999084472656,51.290000915527344
2016-01-27,68.45873260498047,50.81999969482422,51.02999877929688,52.209999084472656,51.27999877929688
2016-01-28,67.0079345703125,51.13999938964844,51.66999816894531,51.97000122070313,51.7599983215332
2016-01-29,67.15608978271484,51.33000183105469,52.06999969482422,53.93999862670898,53.86000061035156
2016-02-01,67.72826385498047,52.959999084472656,53.38000106811523,53.70000076293945,53.16999816894531
2016-02-02,68.24845123291016,51.27000045776367,52.040000915527344,52.65999984741211,51.34000015258789
2016-02-03,67.06278991699219,50.459999084472656,51.93999862670898,51.97000122070313,51.38000106811523
2016-02-04,66.57677459716797,50.88999938964844,51.209999084472656,52.1500015258789,51.66999816894531
2016-02-05,66.82080841064453,49.56000137329102,51.4000015258789,51.81000137329102,49.81999969482422
2016-02-08,64.4693603515625,48.290000915527344,49.25,49.68000030517578,49.15999984741211
2016-02-09,62.85816955566406,48.61999893188477,48.84000015258789,50.13000106811523,49.31000137329102
2016-02-10,62.74810791015625,48.91999816894531,49.709999084472656,50.06000137329102,48.959999084472656
2016-02-11,63.11203384399414,48.16999816894531,48.36999893188477,49.34000015258789,48.84000015258789
2016-02-12,63.04429626464844,48.68000030517578,49.599998474121094,49.79999923706055,49.63999938964844
2016-02-16,64.1456298828125,49.790000915527344,49.790000915527344,52.349998474121094,52.06999969482422
2016-02-17,65.66063690185547,51.11999893188477,51.11999893188477,53.97999954223633,52.72999954223633
2016-02-18,67.53575134277344,51.93000030517578,53.0099983215332,53.63000106811523,52.040000915527344
2016-02-19,67.06533813476562,51.66999816894531,51.88000106811523,52.40999984741211,52.099998474121094
2016-02-22,67.47938537597656,52.099998474121094,52.66999816894531,53.11999893188477,52.61000061035156
2016-02-23,68.45030975341797,51.38999938964844,52.459999084472656,52.72999954223633,51.459999084472656
2016-02-24,67.57874298095703,50.099998474121094,50.599998474121094,51.849998474121094,51.81000137329102
2016-02-25,67.90354919433594,51.43000030517578,53.06000137329102,53.11999893188477,52.9900016784668
2016-02-26,68.41761016845703,52.88000106811523,53.29999923706055,53.61999893188477,53.43999862670898
2016-02-29,68.38905334472656,52.9900016784668,53.459999084472656,53.95000076293945,52.9900016784668
2016-03-01,68.05288696289062,53.0099983215332,53.95000076293945,54.72000122070313,54.70000076293945
2016-03-02,69.67665100097656,54.599998474121094,54.72000122070313,55.709999084472656,55.40999984741211
2016-03-03,69.94441986083984,54.65999984741211,55.61000061035156,55.77999877929688,55.47000122070313
2016-03-04,70.30816650390625,55.11000061035156,55.66999816894531,56.209999084472656,55.77999877929688
2016-03-07,70.4567642211914,55.15999984741211,55.15999984741211,56.4900016784668,56.4900016784668
2016-03-08,70.49262237548828,55.06000137329102,55.97999954223633,56.209999084472656,55.34000015258789
2016-03-09,69.5756607055664,54.84000015258789,55.709999084472656,55.90999984741211,54.93000030517578
2016-03-10,69.76934814453125,54.41999816894531,55.459999084472656,55.81000137329102,55.11999893188477
2016-03-11,69.931884765625,55.0,55.83000183105469,56.02999877929688,55.93999862670898
2016-03-14,71.41006469726562,55.2599983215332,55.56999969482422,56.22000122070313,55.66999816894531
2016-03-15,71.29681396484375,55.15999984741211,55.34000015258789,56.13999938964844,56.11000061035156
2016-03-16,70.80292510986328,55.66999816894531,55.72000122070313,56.88999938964844,56.86000061035156
2016-03-17,71.22268676757812,56.5,56.5,57.95000076293945,57.86999893188477
2016-03-18,70.54679107666016,57.72999954223633,57.86999893188477,59.06000137329102,59.0099983215332
2016-03-21,70.58885192871094,58.1500015258789,58.7599983215332,58.97999954223633,58.849998474121094
2016-03-22,70.94219970703125,57.97999954223633,58.68000030517578,58.81999969482422,58.52000045776367
2016-03-23,71.13504028320312,58.1500015258789,58.58000183105469,58.58000183105469,58.33000183105469
2016-03-24,70.94566345214844,57.66999816894531,58.04999923706055,58.6500015258789,58.63999938964844
2016-03-28,70.98086547851562,58.13999938964844,58.63000106811523,58.63000106811523,58.31999969482422
2016-03-29,70.8315200805664,57.88999938964844,58.04999923706055,59.0,58.79999923706055
2016-03-30,71.64738464355469,58.45000076293945,59.0,59.43000030517578,59.11000061035156
2016-03-31,71.73490905761719,58.68999862670898,58.90999984741211,59.45000076293945,59.18999862670898
2016-04-01,71.59091186523438,58.54999923706055,58.68999862670898,59.06000137329102,58.97999954223633
2016-04-04,72.02758026123047,58.599998474121094,58.97000122070313,59.04999923706055,58.7599983215332
2016-04-05,71.6850814819336,58.290000915527344,58.43000030517578,58.86000061035156,58.47999954223633
2016-04-06,71.30755615234375,57.83000183105469,58.31000137329102,59.25,59.15999984741211
2016-04-07,72.31085968017578,57.9900016784668,58.790000915527344,59.06999969482422,58.36000061035156
2016-04-08,71.5489501953125,58.290000915527344,58.70000076293945,59.0099983215332,58.79999923706055
2016-04-11,71.81671905517578,58.56999969482422,59.09000015258789,59.63999938964844,58.599998474121094
2016-04-12,71.52616882324219,58.06999969482422,58.72999954223633,58.9900016784668,58.79999923706055
