,pred,low,open,high,close
2016-01-26,0.0,50.08000183105469,50.36999893188477,52.47000122070313,51.88000106811523
2016-01-27,46.815914154052734,50.43999862670898,51.54999923706055,52.2599983215332,50.93000030517578
2016-01-28,46.12303924560547,51.27999877929688,51.6500015258789,52.52000045776367,51.7599983215332
2016-01-29,46.537132263183594,51.1500015258789,51.790000915527344,52.65999984741211,52.63999938964844
2016-02-01,47.954872131347656,50.97000122070313,51.86999893188477,52.95000076293945,52.81999969482422
2016-02-02,48.579750061035156,51.349998474121094,52.16999816894531,53.02000045776367,51.86000061035156
2016-02-03,47.804264068603516,51.15999984741211,52.65999984741211,53.61999893188477,53.52000045776367
2016-02-04,47.61198425292969,51.22999954223633,53.63999938964844,54.2599983215332,51.95000076293945
2016-02-05,47.63005065917969,50.72000122070313,51.38000106811523,52.70000076293945,51.540000915527344
2016-02-08,46.361637115478516,47.4900016784668,50.90999984741211,50.90999984741211,48.790000915527344
2016-02-09,45.127845764160156,48.08000183105469,48.22000122070313,50.02999877929688,49.88999938964844
2016-02-10,45.10966491699219,49.40999984741211,50.599998474121094,51.04999923706055,50.09000015258789
2016-02-11,45.730133056640625,48.41999816894531,48.77999877929688,50.83000183105469,50.09000015258789
2016-02-12,45.45395278930664,50.040000915527344,50.68000030517578,52.02000045776367,51.38000106811523
2016-02-16,46.34195327758789,51.04999923706055,52.18999862670898,52.61999893188477,52.31999969482422
2016-02-17,47.375457763671875,52.5099983215332,52.93999862670898,54.25,52.77000045776367
2016-02-18,48.721534729003906,50.95000076293945,51.34000015258789,55.599998474121094,54.52999877929688
2016-02-19,48.864479064941406,53.27000045776367,54.41999816894531,54.540000915527344,54.47999954223633
2016-02-22,48.89271545410156,54.6500015258789,54.84000015258789,55.4900016784668,54.83000183105469
2016-02-23,49.525672912597656,52.5099983215332,54.47000122070313,55.59000015258789,52.65999984741211
2016-02-24,49.036903381347656,51.02999877929688,51.97000122070313,53.36000061035156,53.31000137329102
2016-02-25,49.05461120605469,53.2599983215332,53.599998474121094,55.459999084472656,55.43999862670898
2016-02-26,49.603912353515625,55.54999923706055,55.93999862670898,56.86000061035156,56.56000137329102
2016-02-29,49.598533630371094,56.11000061035156,56.599998474121094,57.95000076293945,56.22000122070313
2016-03-01,49.44310760498047,57.0,57.11999893188477,58.86000061035156,58.65999984741211
2016-03-02,50.17268753051758,57.36999893188477,58.2599983215332,59.41999816894531,57.709999084472656
2016-03-03,50.58908462524414,56.02999877929688,57.47999954223633,57.88999938964844,57.22000122070313
2016-03-04,50.77350997924805,57.349998474121094,57.52000045776367,59.88000106811523,59.16999816894531
2016-03-07,50.91316223144531,57.91999816894531,59.02000045776367,59.97000122070313,58.79999923706055
2016-03-08,50.86363983154297,58.04999923706055,58.33000183105469,59.13000106811523,58.47999954223633
2016-03-09,50.18181228637695,58.599998474121094,58.79999923706055,60.34000015258789,60.2400016784668
2016-03-10,50.1722297668457,58.93000030517578,59.88999938964844,60.540000915527344,59.38000106811523
2016-03-11,50.20619201660156,59.45000076293945,59.790000915527344,61.9000015258789,61.2400016784668
2016-03-14,51.21903991699219,59.72999954223633,60.38000106811523,60.959999084472656,60.02000045776367
2016-03-15,51.203407287597656,58.84000015258789,59.34000015258789,60.040000915527344,59.18999862670898
2016-03-16,50.82927322387695,59.099998474121094,59.099998474121094,61.68999862670898,61.61999893188477
2016-03-17,51.27602767944336,60.7599983215332,61.47000122070313,62.86999893188477,62.43000030517578
2016-03-18,51.498016357421875,60.70000076293945,62.36000061035156,62.75,61.38000106811523
2016-03-21,51.614280700683594,60.95000076293945,61.38000106811523,61.93000030517578,61.63999938964844
2016-03-22,51.76080322265625,61.18999862670898,61.36000061035156,62.56000137329102,62.15999984741211
2016-03-23,51.62110137939453,61.2599983215332,61.95000076293945,62.18999862670898,61.38999938964844
2016-03-24,50.82695770263672,60.34000015258789,60.66999816894531,62.09000015258789,61.91999816894531
2016-03-28,50.732887268066406,61.52000045776367,61.9900016784668,62.2599983215332,62.11999893188477
2016-03-29,50.768455505371094,61.5099983215332,62.09000015258789,63.0,62.959999084472656
2016-03-30,51.29891586303711,62.90999984741211,63.290000915527344,64.25,63.9900016784668
