,pred,low,open,high,close
2016-01-26,0.0,39.75500106811523,39.97000122070313,40.36999893188477,40.15499877929688
2016-01-27,33.566226959228516,40.00500106811523,40.22999954223633,40.83000183105469,40.25500106811523
2016-01-28,33.385860443115234,40.165000915527344,40.44499969482422,40.974998474121094,40.79499816894531
2016-01-29,33.85374069213867,40.70500183105469,40.810001373291016,42.0099983215332,42.0
2016-02-01,34.34181594848633,41.65499877929688,41.77000045776367,42.54999923706055,42.53499984741211
2016-02-02,34.2548942565918,41.875,42.11000061035156,43.0,42.88999938964844
2016-02-03,33.527103424072266,42.66999816894531,43.11999893188477,43.64500045776367,43.53499984741211
2016-02-04,33.47334671020508,42.9900016784668,43.5,43.81499862670898,43.36999893188477
2016-02-05,33.64890670776367,42.95000076293945,43.24499893188477,43.68000030517578,43.45000076293945
2016-02-08,33.01591873168945,42.59500122070313,42.790000915527344,43.73500061035156,43.625
2016-02-09,32.55391311645508,43.15999984741211,43.31499862670898,44.41999816894531,44.24499893188477
2016-02-10,32.9286994934082,44.1349983215332,44.34500122070313,44.665000915527344,44.209999084472656
2016-02-11,32.79353713989258,42.415000915527344,43.29999923706055,43.60499954223633,43.310001373291016
2016-02-12,32.439388275146484,43.18000030517578,43.59500122070313,44.40499877929688,44.290000915527344
2016-02-16,33.23325729370117,44.01499938964844,44.5,44.86999893188477,44.81999969482422
2016-02-17,33.84000015258789,44.68000030517578,44.834999084472656,45.14500045776367,44.93999862670898
2016-02-18,33.397037506103516,44.56999969482422,45.0,45.0,44.75500106811523
2016-02-19,32.78067398071289,44.20000076293945,44.52000045776367,44.91999816894531,44.70500183105469
2016-02-22,32.765506744384766,44.83000183105469,45.07500076293945,45.28499984741211,45.084999084472656
2016-02-23,33.66378402709961,44.93000030517578,44.96500015258789,45.57500076293945,45.459999084472656
2016-02-24,33.14158248901367,45.1500015258789,45.1500015258789,45.84500122070313,45.81000137329102
2016-02-25,33.493587493896484,45.665000915527344,45.89500045776367,46.20000076293945,46.10499954223633
2016-02-26,34.09245681762695,45.5,46.1500015258789,46.36000061035156,45.849998474121094
2016-02-29,34.00425338745117,45.25,45.70000076293945,46.13999938964844,45.38000106811523
2016-03-01,33.28005599975586,45.3650016784668,45.59500122070313,45.89500045776367,45.4900016784668
2016-03-02,34.45578384399414,45.02000045776367,45.31999969482422,45.68999862670898,45.67499923706055
2016-03-03,34.69602584838867,45.30500030517578,45.69499969482422,45.88000106811523,45.875
2016-03-04,34.80429458618164,45.4900016784668,45.665000915527344,45.95000076293945,45.88999938964844
2016-03-07,34.82474136352539,45.06499862670898,45.61999893188477,45.77000045776367,45.32500076293945
2016-03-08,34.86222457885742,45.06000137329102,45.29999923706055,45.97000122070313,45.46500015258789
2016-03-09,34.36238479614258,44.97000122070313,45.6349983215332,45.93999862670898,45.084999084472656
2016-03-10,34.6264762878418,44.685001373291016,45.25500106811523,45.3650016784668,45.1500015258789
2016-03-11,34.67353439331055,45.02000045776367,45.45000076293945,45.52000045776367,45.4900016784668
